repo_name,owner,repo_url,description,language,topics,stars,updated_at,input_url,input_search_query,input_max_pages,warning,warning_code,error,error_code,snapshot_id,snapshot_date,categories,primary_category,input,stars_prev,star_growth,star_growth_rate,momentum_score,signal
sheaf-lang/sheaf,sheaf-lang,https://github.com/sheaf-lang/sheaf,,Rust,"['rust', 'machine-learning', 'lisp', 'compiler', 'functional-programming']",54,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",54.0,0,0.0,0.0,💤 LOW VELOCITY
sktime/sktime,sktime,https://github.com/sktime/sktime,,Python,"['data-science', 'machine-learning', 'data-mining', 'ai', 'time-series']",9956,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
skypilot-org/skypilot,skypilot-org,https://github.com/skypilot-org/skypilot,,Python,"['machine-learning', 'deep-learning', 'gpu', 'job-scheduler', 'slurm']",10517,,,,,,,,,raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",10511.0,6,0.06,20.0,🌱 STEADY
skyportal/skyportal,skyportal,https://github.com/skyportal/skyportal,,Python,"['machine-learning', 'astronomy', 'lsst', 'collaborative-research', 'variable-stars']",130,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",130.0,0,0.0,0.0,💤 LOW VELOCITY
smartcorelib/smartcore,smartcorelib,https://github.com/smartcorelib/smartcore,,Rust,"['rust', 'machine-learning', 'clustering', 'machine-learning-algorithms', 'statistical-learning']",949,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
soda-inria/tabicl,soda-inria,https://github.com/soda-inria/tabicl,,Python,"['machine-learning', 'deep-learning', 'tabular-data', 'tabular-methods', 'tabular-model']",1297,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",1289.0,8,0.62,26.8,🌱 STEADY
spiceai/spiceai,spiceai,https://github.com/spiceai/spiceai,,Rust,"['infrastructure', 'data', 'machine-learning', 'sql', 'artificial-intelligence']",3069,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",3069.0,0,0.0,0.0,💤 LOW VELOCITY
sstklen/trump-code,sstklen,https://github.com/sstklen/trump-code,,Python,"['machine-learning', 'trump', 'ai', 'prediction', 'open-data']",796,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",794.0,2,0.25,13.2,💤 LOW VELOCITY
strands-agents/evals,strands-agents,https://github.com/strands-agents/evals,,Python,"['python', 'machine-learning', 'ai', 'evaluation', 'agentic']",182,,,,,,,,,raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",180.0,2,1.11,18.5,💤 LOW VELOCITY
streamlit/streamlit,streamlit,https://github.com/streamlit/streamlit,,Python,"['python', 'data-science', 'machine-learning', 'deep-learning', 'data-visualization']",45580,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",45574.0,6,0.01,19.6,💤 LOW VELOCITY
superiorlu/AITreasureBox,superiorlu,https://github.com/superiorlu/AITreasureBox,,Ruby,"['machine-learning', 'ai', 'deep-learning', 'mcp', 'agi']",856,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",855.0,1,0.12,8.1,💤 LOW VELOCITY
techascent/tech.ml.dataset,techascent,https://github.com/techascent/tech.ml.dataset,,Clojure,"['java', 'machine-learning', 'clojure', 'csv', 'xlsx']",757,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
tensorflow/datasets,tensorflow,https://github.com/tensorflow/datasets,,Python,"['data', 'machine-learning', 'tensorflow', 'numpy', 'dataset']",4580,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
tensorflow/tensorflow,tensorflow,https://github.com/tensorflow/tensorflow,,C++,"['python', 'machine-learning', 'deep-neural-networks', 'deep-learning', 'neural-network']",197220,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",197067.0,153,0.08,51.1,⚡ ACCELERATING
tracel-ai/burn,tracel-ai,https://github.com/tracel-ai/burn,,Rust,"['rust', 'machine-learning', 'deep-learning', 'metal', 'cross-platform']",15794,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",15780.0,14,0.09,27.9,🌱 STEADY
ultralytics/ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,,Python,"['python', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",60838,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",60770.0,68,0.11,43.4,⚡ ACCELERATING
uxlfoundation/oneDAL,uxlfoundation,https://github.com/uxlfoundation/oneDAL,,C++,"['data-science', 'machine-learning', 'big-data', 'analytics', 'cpp']",651,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",651.0,0,0.0,0.0,💤 LOW VELOCITY
vertica/VerticaPy,vertica,https://github.com/vertica/VerticaPy,,Python,"['python', 'data-science', 'machine-learning', 'big-data', 'python-library']",227,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
vespa-engine/vespa,vespa-engine,https://github.com/vespa-engine/vespa,,Java,"['search', 'java', 'search-engine', 'machine-learning', 'big-data']",7057,,,,,,,,,raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",7056.0,1,0.01,7.0,💤 LOW VELOCITY
voxel51/fiftyone,voxel51,https://github.com/voxel51/fiftyone,,TypeScript,"['visualization', 'python', 'data-science', 'machine-learning', 'computer-vision']",11027,,,,,,,,,raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",11017.0,10,0.09,24.8,🌱 STEADY
wandb/wandb,wandb,https://github.com/wandb/wandb,,Python,"['data-science', 'machine-learning', 'reinforcement-learning', 'ai', 'deep-learning']",11235,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
warpfront/hipfire,warpfront,https://github.com/warpfront/hipfire,,Rust,"['rust', 'machine-learning', 'hip', 'gpu-computing', 'rdna']",535,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",524.0,11,2.1,36.2,🌱 STEADY
wonglaitung/fortune,wonglaitung,https://github.com/wonglaitung/fortune,,Python,"['machine-learning', 'ai', 'bitcoin', 'ethereum', 'stock']",74,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",74.0,0,0.0,0.0,💤 LOW VELOCITY
xberg-io/liter-llm,xberg-io,https://github.com/xberg-io/liter-llm,,Rust,"['python', 'rust', 'machine-learning', 'streaming', 'typescript']",249,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",249.0,0,0.0,0.0,💤 LOW VELOCITY
xorbitsai/inference,xorbitsai,https://github.com/xorbitsai/inference,,Python,"['machine-learning', 'deployment', 'transformers', 'inference', 'pytorch']",9504,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",9502.0,2,0.02,11.2,💤 LOW VELOCITY
zapplyjobs/New-Grad-Data-Science-Jobs-2027,zapplyjobs,https://github.com/zapplyjobs/New-Grad-Data-Science-Jobs-2027,,HTML,"['data-science', 'data', 'machine-learning', 'ai', 'jobs']",69,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",69.0,0,0.0,0.0,💤 LOW VELOCITY
zapplyjobs/awesome-ml-internships,zapplyjobs,https://github.com/zapplyjobs/awesome-ml-internships,,Unknown,"['data-science', 'machine-learning', 'awesome-list', 'internships', 'awesome-resources']",452,,,,,,,,,raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",,0,0.0,0.0,💤 LOW VELOCITY
